ortsId,aschachId,kremsId,ortsname,ortsname_aktuell,katastralgemeinde,ortsteil,nennung,zuordnung,typ,historischeSystematik,namensvar_hist,regionHistorisch,reichskreis,regionAktuell,regionAktuellCode,latitude,longitude,staat_aktuell,staat_aktuell_code,flusssystem,verkehrsanbindung,bemerkungen,bearbeitet
1303,427,,Chiemsee,Chiemsee,,,2,1,9,2,"Kembsee, Khiembsee, Khümsee, Kiembsee, Kiemsee, Kiemse, Kimbsee, Kimsee",6,5,2,2,N 47° 53' 0'',E 12° 28' 0'',3,8,2,C. ist der flächenmäßig größte See in Bayern. Sein Abfluss ist die Alz -> Inn -> Donau.,"<p>
	Da die politische Gemeinde &quot;Chiemsee&quot; erst im 19. Jahrhundert nach der S&auml;kularisation der Kl&ouml;ster Herren- und Frauenchiemsee entstand, muss es sich bei der Ortsbezeichnung C. in den AMP (1706-1740) um das Gebiet um den Chiemsee und nicht um eine spezifische Gemeinde handeln. Gr&ouml;&szlig;ere Orte/St&auml;dte am Ufer des C. sind: <a href=""https://de.wikipedia.org/wiki/Prien_am_Chiemsee"" target=""_blank"" title=""Prien am Chiemsee"">Prien am Chiemsee</a>, <a href=""https://de.wikipedia.org/wiki/Breitbrunn_am_Chiemsee"" target=""_blank"" title=""Breitbrunn am Chiemsee"">Breitbrunn am Chiemsee</a>, <a href=""https://de.wikipedia.org/wiki/Gstadt_am_Chiemsee"" target=""_blank"" title=""Gstadt am Chiemsee"">Gstadt am Chiemsee</a>, <a href=""https://de.wikipedia.org/wiki/Seebruck"" target=""_blank"">Seebruck</a>, <a href=""https://de.wikipedia.org/wiki/Chieming"" target=""_blank"" title=""Chieming"">Chieming</a>, <a href=""https://de.wikipedia.org/wiki/Bernau_am_Chiemsee"" target=""_blank"" title=""Bernau am Chiemsee"">Bernau am Chiemsee</a> und <a href=""https://de.wikipedia.org/wiki/%C3%9Cbersee_(Chiemgau)"" target=""_blank"" title=""Übersee (Chiemgau)"">&Uuml;bersee.</a> Die in den AMP (1706-1740) h&auml;ufig genannten Familiennamen &quot;Kreuz&quot; und &quot;Piebl&quot; k&ouml;nnen in den <a href=""https://data.matricula-online.eu/de/deutschland/muenchen/CB464/"" target=""_blank"">Matriken der Pfarre &Uuml;bersee-St. Nikolaus</a> zahlreich nachgewiesen werden.</p>
<p>
	Ungekl&auml;rt ist der Zusammenhang mit &quot;Kinsen&quot; (siehe dort).</p>
<p>
	&nbsp;</p>
",1
1304,429,,Füssen,Füssen,,,2,1,12,1,Viessen,74,10,2,2,N 47° 34' 17'',E 10° 42' 6'',3,8,13,"F. liegt am Lech -> Donau.
F. lag an der historischen Fernhandelsstraße Via Claudia Augusta.",,1
1305,431,,Stadl,Stadl-Paura,,,2,1,12,1,"am Stadl, vom Stadl, vom Statl",10,4,8,5,N 48° 5' 0'',E 13° 52' 0'',1,7,17,St. liegt am Zusammenfluss von Ager und Traun -> Donau.,"<p>
	Trotz der zahllosen Orte namens St. in Bayern und &Ouml;sterreich ist die Zuordnung eindeutig. Einerseits durch den Nachweis der in den AMP (1706-1740) genannten Personen in den Matriken, und andererseits durch die geladenen G&uuml;ter (Salz donauabw&auml;rts und Hafer donauaufw&auml;rts), die der Lage St.s an der Haupttransportstrecke des Gmundner Salzes entsprechen. Der Name &quot;Stadl&quot; leitet sich von den zahlreichen Salzstadeln ab. Die Bedeutung des Ortes f&uuml;r die Salzschifffahrt ist im &quot;<a href=""http://www.schifferverein.at/museum/"" target=""_blank"">Schiffleutmuseum</a>&quot; dokumentiert.</p>
",1
1306,432,,Puchberg,Puchberg,,Wels,2,1,12,1,Puechberg nechst Wels,10,4,8,5,N 48° 11' 0'',E 14° 0' 0'',1,7,17,P. liegt im Einzugsgebiet der Traun -> Donau.,"<p>
	P. wird in den AMP (1706-1740) in Zusammenhang mit der <a href=""https://de.wikipedia.org/wiki/Bildungshaus_Schloss_Puchberg"" target=""_blank"">Herrschaft P.</a> genannt, die seit 1641 im Besitz der Familie &quot;von Seeau&quot; war. Auf Schloss P. beziehen sich auch die Eintr&auml;ge in der OGND und GND.</p>
",1
1307,433,,Neuhäusl,,,,2,2,,,Neuheußl,,,,,,,,,,,"<p>
	Zu N. gibt es in den AMP (1706-1740) nur eine Nennung. Diese bezieht sich auf eine Fahrt des &quot;Michael Kriner&quot; im Jahr 1729 ohne Ladung donauabw&auml;rts. V.a. in <a href=""https://de.wikipedia.org/wiki/Neuh%C3%A4usl"" target=""_blank"">Bayern gibt es zahlreiche Orte namens N</a>.</p>
",1
1308,434,,Essing,Essing,,,2,1,12,1,,6,5,2,2,N 48° 56' 4'',E 11° 47' 23'',3,8,31,E. liegt an der Altmühl -> Donau.,,1
1309,435,,St. Blasien im Schwarzwald,St. Blasien,,,2,1,12,1,"S. Blasien auf dem Schwarzwalth, S. Blassien im Schwarzwalth, St: Plasy auf dem Schwarzwalth",66,4,9,6,N 47° 45' 45'',E 8° 7' 37'',3,8,19,St. B. liegt im Albtal -> Hochrhein -> Rhein. ,"<p>
	St. B. scheint in den AMP (1706-1740) in Zusammenhang mit der dortigen <a href=""https://de.wikipedia.org/wiki/Kloster_St._Blasien_(Schwarzwald)"" target=""_blank"">Benediktinerabtei</a> auf. Bez&uuml;glich der Zugeh&ouml;rigkeit zu Vorder&ouml;sterreich siehe K&Ouml;BLER, Historisches Lexikon, 608.</p>
",1
1310,436,,Habach,Habach,,,2,1,12,1,"Häbach, Häbä, [Hällä: Hierbei dürfte es sich um eine Verschreibung des Aschacher Mautners handeln, da die Person sonst immer unter ""Häbä/Häbach"" geführt wird und in den Matriken von Hallein nicht nachweisbar ist.]",6,5,2,2,N 47° 44' 0'',E 11° 17' 0'',3,8,11,"H. liegt zwischen Ammer und Loisach, beides Nebenflüsse der Isar -> Donau.","<p>
	Die in den AMP (1706-1740) unter H. genannten Personen (&quot;Kaspar Huber&quot;, &quot;Andre Kirchmayr&quot;) lassen G&uuml;ter auch von Schiffern aus dem nahen Weilheim transportieren. Ein wichtiges Handelsgt waren Schleifsteine, die wohl im benachbarten &quot;Kleinweil&quot; (siehe auch dort) gewonnen wurden. Siehe dazu: <a href=""https://books.google.at/books?id=XMRaAAAAcAAJ&amp;pg=PA51&amp;lpg=PA51&amp;dq=Schleifsteine+Habach&amp;source=bl&amp;ots=kutZM2GhWp&amp;sig=ACfU3U11BESt7TKxAKu6S1wAcXjhmHfILg&amp;hl=de&amp;sa=X&amp;ved=2ahUKEwjz5J7rlOrnAhVVzMQBHTDfCasQ6AEwDnoECAoQAQ#v=onepage&amp;q=Schleifsteine%20Habach&amp;f=false"" target=""_blank"">CAMMERER, K&ouml;nigreich Bayern, 51</a>.</p>
",1
1311,438,,Sagedt,Sagedt,,St. Aegidi,2,1,12,1,"Saaged, Saged, von der Saged, Sageth, von der Sageth


",10,4,8,5,N 48° 27' 3'',E 13° 44' 11'',1,7,76,"S. liegt im Einzugsgebiet des Klaffenbachs -> Kleiner Kesselbach -> Donau.
Der Kleine Kesselbach mündet bei der ehemaligen Kessel(bach)mühle in die Donau.","<p>
	Die in den AMP (1706-1740) genannten Personen aus S. konnten alle in den <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/st-aegidi/"" target=""_blank"">Matriken von St. Aeigidi</a> nachgewiesen werden.</p>
<p>
	Zu den Namensformen von S. siehe SCHIFFMANN, Ortsnamen-Lexikon, 390. Aus S. wurden fast ausschlie&szlig;lich Holz und Holzwaren durch Aschach donauabw&auml;rts transportiert. Historisch lag S. an der Grenze zu gro&szlig;en Waldgebieten - v.a. dem Sagedtforst und dem H&ouml;rzingerwald. Vgl. dazu die Eintr&auml;ge im Franzisz&auml;ischen Kataster.</p>
",1
1312,439,,Wasen,,,,2,2,,,"Waßem, Waßen",,,,,,,,,,,"<p>
	Alle unter W. in den AMP (1706-1740) genannten Personen scheinen auch unter Orten entlang der Donau&nbsp; von Passau flu&szlig;ab&auml;rts und an der M&uuml;hl auf. Sowohl in Ober&ouml;sterreich als auch im Umland von Passau gibt es zahlreiche M&ouml;glichkeiten, da &quot;<a href=""https://woerterbuchnetz.de/?sigle=DWB&amp;lemid=GW08005#0"" target=""_blank"">Wasen&quot;/&quot;Waasen&quot;/&quot;Wassen</a>&quot; ein Toponym f&uuml;r Gr&uuml;nland bzw. eine Feuchtwiese oder freuchte Erde an sich war. Es d&uuml;rfte auch eine gewisse &Uuml;berschneidung mit der Bezeichnung &quot;Wiesen&quot; bestehen. Vgl. dazu z.B. den Eintrag &quot;Wisn&quot; als Ortsbezeichnung bei der M&uuml;ndung der Kleinen M&uuml;hl in die Donau gegen&uuml;ber von Oberm&uuml;hl in der Josephinischen Landesaufnahme und der Liegenschaftsbezeichnung &quot;Waasenlenz&quot; am selben Ort im Franzisz&auml;ischen Kataster. Ob es sich bei den W.-Orten in den AMP um diesen Donau-M&uuml;hlabschnitt oder einen der anderen <a href=""https://de.wikipedia.org/wiki/Wasen"" target=""_blank"">W.-Orte</a> handelt, konnte bis dato nicht gek&auml;rt werden.</p>
",1
1314,441,,Götzendorf,Götzendorf,,Oepping,2,1,12,1,"Gezendorf, Gezendorff, Gözendorf",10,4,8,5,N 48° 34' 4'',E 13° 56' 56'',1,7,38,G. liegt im Einzugsgebiet der Kleinen Mühl ->Donau.,"<p>
	Alle Eintr&auml;ge, die in Zusammenhang mit der <a href=""https://de.wikipedia.org/wiki/Schloss_G%C3%B6tzendorf"" target=""_blank"">Herrschaft G.</a> stehen, k&ouml;nnen eindeutig G. (Oepping) zugeordnet werden. Die Herrschaft G. war im Besitz der Familie &quot;von Oedt&quot;.</p>
",1
1315,442,,Pest,Pest,,Budapest,2,1,12,1,"Pesst, Pesst in Hungarn ",11,,84,73,N 47° 25' 0'',E 19° 20' 0'',9,15,1,P. ist der am linken Ufer der Donau liegende historische Stadtteil von Budapest.,,1
1316,443,,Achleiten,,,,2,2,,,Achleithen,,,,,,,,,,,"<p>
	Nur wenige Nennungen in den AMP (1706-1740). Wahrscheinlich ist einer der A.-Orte im (ehemals bayerischen) Innviertel:</p>
<p>
	1) A. (Ortsteil von <a href=""https://de.wikipedia.org/wiki/Achleiten_(Gemeinde_Freinberg)"" target=""_blank"">Freinberg an der Donau</a>)</p>
<p>
	2) A. (Ortsteil von <a href=""https://de.wikipedia.org/wiki/Schardenberg"" target=""_blank"">Schardenberg am Inn</a>)</p>
<p>
	3) A. (Ortsteil von <a href=""https://de.wikipedia.org/wiki/Esternberg"" target=""_blank"">Esternberg</a>)</p>
<p>
	Weiteren M&ouml;glichkeiten siehe die Liste bei <a href=""https://www.geonames.org/search.html?q=Achleiten&amp;country="" target=""_blank"">GeoNames</a>.</p>
<p>
	Davon zu unterscheiden ist das eindeutig bestimmte &quot;Achleiten (bei Limbach)&quot; in Nieder&ouml;sterreich (Spital des Klosters Tegernsee) (siehe dort) . Zu den in den AMP unter A. genannten Personen konnten keine Eintr&auml;ge in den Matriken von Limbach (Strengberg) gefunden werden.</p>
",1
1317,444,,Ötting,,,,2,1,12,1,"Oettieng, Oetting, Otting
",6,5,2,2,,,3,8,2,Sowohl Alt- aus auch Neuötting liegen am Inn -> Donau.,"<p>
	Konnte eine Person aus den AMP (1706-1740) anhand der Matriken nicht eindeutig &quot;Alt&ouml;tting&quot; oder &quot;Neu&ouml;tting&quot; (siehe jeweils dort) zugeordnet werden, wurde das unbestimmte &Ouml;. in der Datenbank verwendet.</p>
",1
1318,445,,Goldwörth,Goldwörth,,,2,1,12,1,,10,4,8,5,N 48° 19' 35'',E 14° 6' 4'',1,7,1,G. liegt an der Donau.,"<p>
	Teilweise identisch mit &quot;W&ouml;rth (Ober&ouml;sterreich)&quot; (siehe auch dort).</p>
",1
1319,447,,Moosburg,Moosburg an der Isar,,,2,1,12,1,"Mißburg, Mospurg",6,5,2,2,N 48° 28' 15'',E 11° 56' 17'',3,8,11,M. liegt an der Isar -> Donau.,,1
1320,448,,Hochleiten,,,,2,2,,,Hochleithen,,,,,,,,,,,"<p>
	Die einzige Nennung von H. in den AMP (1706-1740) bezieht sich auf einen Schifff&uuml;hrer, der auch unter den Orten: Regensburg, Reinhausen und Stadtamhof mit gleichen G&uuml;tern (Holz) aufscheint. Im Umkreis dieser drei Orte konnte jedoch kein Ort H. identifiziert werden. Die beiden Orte H. in Bayern (<a href=""https://de.wikipedia.org/wiki/Unterreit"" target=""_blank"">H. als OT von Unterreit </a>und <a href=""https://de.wikipedia.org/wiki/Warngau"" target=""_blank"">H. als OT von Warngau</a>) scheinen in Zusammenhang mit dem genannten Schiffer &quot;Joseph Heil&quot; eher unwahrscheinlich. Ebenso alle <a href=""https://www.geonames.org/search.html?q=Hochleiten&amp;country=AT"" target=""_blank"">Orte H. in &Ouml;sterreich</a>. Gleiches gilt f&uuml;r Orte der Schreibvariante &quot;<a href=""https://www.geonames.org/search.html?q=Hochleithen&amp;country="" target=""_blank"">Hochleithen</a>&quot;. Evtl. k&ouml;nnte es sich um einen Ort (Ortsteil) eintlang der Naab handeln?</p>
",1
1321,449,,Petronell,Petronell,,Petronell-Carnuntum,2,1,12,1,,1,4,1,1,N 48° 6' 46'',E 16° 51' 56'',1,7,1,P. liegt an der Donau.,,1
1322,450,,Ochsenhausen,Ochsenhausen,,,2,1,12,1,"Oxenhausen, Oxenhaußen",107,10,9,6,N 48° 4' 13'',E 9° 57' 1'',3,8,175,"O. liegt an Bellamonter Rottum und Steinhauser Rottum -> Rottum -> Westernach -> Donau. 
O. liegt knapp westlich der floßbaren Iller.",,1
1323,453,,Schenkenfelden,Schenkenfelden,,,2,1,12,1,Schenckherfelden,10,4,8,5,N 48° 30' 9'',E 14° 21' 42'',1,7,14,Sch. liegt am Kettenbach -> Moldau/Vltava -> Elbe.,,1
1324,454,,von der Kaiserau,Kaiserau,,Aschach an der Donau,2,1,9,2,"Kaiserau, von der Kaiserau, auf der Kayserau, auf der Kayßerau, in der Kayserau, von Khaißersaw  ",10,4,8,5,N 48° 25' 13'',E 13° 58' 58'',1,7,1,"Die ""Kaiserau"" liegt an der Donau.","<p>
	K. bildete den Aueng&uuml;rtel gegen&uuml;ber von Unterm&uuml;hl am S&uuml;dufer der Donau. Die <a href=""http://&lt;iframe width=&quot;560&quot; height=&quot;315&quot; src=&quot;https://mapire.eu/en/map/cadastral/embed/?bbox=1553096.1648963825%2C6176396.215026771%2C1560352.9052692065%2C6178784.872160683&amp;layers=3%2C4&quot; frameborder=&quot;0&quot; allowfullscreen&gt;&lt;/iframe&gt;"" target=""_blank"">Liegenschaft &quot;Kaiser&quot; ist im Franzisz&auml;ischen Kataster</a> deutlich zu erkennen. Dieser Bezugspunkt wurde f&uuml;r die Koordinaten gew&auml;hlt. Das Geografikum &quot;Wegenstois&quot; liegt nach heutiger Zuordnung auch im Gebiet von K. Siehe daher auch &quot;Wegenstois&quot;. Eine Donaubeschreibung von 1785 (<a href=""https://books.google.at/books?id=FPeam53pjgYC&amp;pg=PA313&amp;dq=KAiserau+Donau&amp;hl=de&amp;sa=X&amp;ved=0ahUKEwjSrvuf5JzmAhVKw8QBHeGaAg4Q6wEIQTAD#v=onepage&amp;q=KAiserau%20Donau&amp;f=false"" target=""_blank"">I.H.D., Antiquarius, 313</a>) qualifiziert K. als &quot;Pfarrdorf&quot;.</p>
<p>
	K. bildet keinen eigenen OT von Aschach, ist aber als Stra&szlig;enbezeichnung f&uuml;r diesen Donauuferabschnitt noch in Verwendung.</p>
",1
1325,456,,von der Falkenau,[abgekommen],,[Haibach ob der Donau/Obergschwendt],2,1,9,2,"von der Falckenau, Falckhenaw, von Falckhenaw, Vokhenau,  ",10,4,8,5,N 48° 27' 13'',E 13° 54' 24'',1,7,1,F. lag an der Spitze der ersten Biegung flussaufwärts von Obermühl an der Donau (gegenüberliegendes Ufer).,"<p>
	Abgekommene Ortsbezeichnung f&uuml;r das Gebiet um die Liegenschaft &quot;<a href=""http://&lt;iframe width=&quot;560&quot; height=&quot;315&quot; src=&quot;https://mapire.eu/en/map/cadastral/embed/?bbox=1546369.2734194903%2C6182074.500257966%2C1549997.643605902%2C6183268.8288249215&amp;layers=osm%2C3&quot; frameborder=&quot;0&quot; allowfullscreen&gt;&lt;/iframe&gt;"" target=""_blank"">Falkenauer</a>&quot;. Geh&ouml;rig zur Pfarre Haibach, dort auch zahlreiche Eintr&auml;ge unter der Ortsbezeichnung F.</p>
",1
1326,459,,Biberach,,,,2,2,12,1,,,,,,,,,,,,"<p>
	Es gibt nur eine Nennung von B. in den AMP (1706-1740) mit einer gro&szlig;en Lieferung von Hafer. Auch die zugeh&ouml;rige Person, Johann Felix G&uuml;rtler, scheint sonst nicht auf.</p>
<p>
	Die Reichsstadt &quot;<a href=""https://de.wikipedia.org/wiki/Biberach_an_der_Ri%C3%9F"" target=""_blank"">Biberach an der Ri&szlig;</a>&quot; w&auml;re als Herkunftsort der Person m&ouml;glich, aber kaum als Abfahrtsort, da die Ri&szlig; nicht schiff-/flo&szlig;bar war.</p>
<p>
	Auch der Ort &quot;<a href=""https://de.wikipedia.org/wiki/Biberach_(Baden)"" target=""_blank"">Biberach im Ortenaukreis</a>&quot; an der Kinzing ist wenig wahrscheinlich.</p>
<p>
	Evtl. k&ouml;nnte es sich auch um den Ort <a href=""https://de.wikipedia.org/wiki/Biberach_(Roggenburg)"" target=""_blank"">Biberach (Roggenburg)</a> (bei Wei&szlig;enhorn) handeln oder um eine Schreibvariante von &quot;Biberbach&quot;, zu welcher etliche Orte in Bayern passen w&uuml;rden. Auch eine Variante von &quot;Bibersbach&quot; w&auml;re m&ouml;glich (siehe daher auch dort).</p>
",1
1327,461,,Doblstein,Doblstein,,Passau,2,1,12,1,Doblstain,6,5,2,2,N 48° 34' 38'',E 13° 24' 8'',3,8,1,D. liegt an der Donau.,"<p>
	D. liegt heute im Stadtteil Heining von Passau, <a href=""https://www.historisches-lexikon-bayerns.de/images/6/66/Artikel_45683_bilder_value_3_passau_territorium4.jpg"" target=""_blank"">historisch lag es aber bereits au&szlig;erhalb des Hochstifts</a>. Siehe dazu auch <a href=""https://geschichte.digitale-sammlungen.de/hab/seite/bsb00007670_00588"" target=""_blank"">VEIT, Historischer Atlas, 559</a>.</p>
",1
1328,463,,Sigl,[abgekommen?],,,2,2,,,,10,4,2,2,,,3,8,,,"<p>
	Das in GeoNames als OT von Vilshofen angegeben &quot;Siegl&quot; kann mit S. nicht identisch sein, wie aus <a href=""https://geschichte.digitale-sammlungen.de/hab/seite/bsb00007637_00284"" target=""_blank"">HOFBAUER, Historischer Atlas, 268</a>, hervorgeht, da es bei Mahd bzw. Primsdobl liegen muss. Die einzige Person, die in den AMP (1706-1740) unter S. genannt ist (&quot;Thomas Wibmer&quot;), scheint mit identischen G&uuml;tern auch unter den Ortsbezeichnungen &quot;Mahd&quot; und &quot;Siglmahd&quot; in den Rechnungsb&uuml;chern auf. Familie &quot;Wibmer&quot; war nach HOFBAUER, Historischer Atlas, im Raum zwischen Seestetten, Primsdobl und Mahd reich beg&uuml;tert. Als gr&ouml;&szlig;tes Gut in Mahd scheint im Urbar von 1674 das &quot;Siglgut am Madt&quot; auf. Siehe aher auch &quot;Mahd&quot; und &quot;Siglmahd&quot;.</p>
<p>
	S. lag in der Grafschaft Neuburg am Inn. Diese Grafschaft z&auml;hlte seit (sp&auml;testens) 1506 zum Land ob der Enns und stand damit unter &ouml;sterreichischer Landeshoheit. Vgl. dazu <a href=""https://books.google.at/books?id=kgQeN3r55VQC&amp;dq=%22Neuburg%20am%20inn%22%20landeshoheit&amp;hl=de&amp;pg=PA69#v=onepage&amp;q=%22Neuburg%20am%20inn%22%20landeshoheit&amp;f=false"" target=""_blank"">STRNAD, Versuch, 263</a>;&nbsp; <a href=""https://books.google.at/books?id=srJBAAAAcAAJ&amp;dq=%22Neuburg%20am%20inn%22%20landeshoheit&amp;hl=de&amp;pg=PP3#v=onepage&amp;q=%22Neuburg%20am%20inn%22%20landeshoheit&amp;f=false"" target=""_blank"">KL&Auml;MPFL, Geschichte, 35f.</a> Auch Joseph von Hormayr betont, dass die Landeshoheit stets bei &Ouml;sterreich lag. Siehe <a href=""https://books.google.at/books?id=T5UJAAAAIAAJ&amp;printsec=frontcover&amp;hl=de&amp;source=gbs_book_other_versions_r&amp;redir_esc=y#v=onepage&amp;q&amp;f=false"" target=""_blank"">HORMAYR, Statistik, 56</a>.</p>
",1
1329,465,,Feldkirchen (an der Donau),Feldkirchen an der Donau,,,2,1,12,1,"Veldkürchen, Veldtkürchen",10,4,8,5,N 48° 20' 42'',E 14° 3' 4'',1,7,1,F. liegt an der Donau.,"<p>
	F. kann nur f&uuml;r die Familien &quot;Binder&quot; (Pinder) und &quot;Scharzereder&quot; (Schazeder/Scharzeneder) (beide AMP [1706-1740]) als gensichtert gelten, da diese in den Matriken der Pfarre F. nachgewiesen werden konnten. Siehe jedoch auch das unbestimmte &quot;Feldkirchen&quot;.</p>
",1
1330,469,,Hengersberg,Hengersberg,,,2,1,12,1,"Hegersperg, Hengersperg, Hengesperg, Henglsperg, Hengsperg",6,5,2,2,N 48° 46' 21'',E 13° 3' 17'',3,8,149,H. liegt an der Hengersberger Ohe -> Donau.,,1
1331,470,,Heining (Passau),Heining,,Passau,2,1,12,1,"Haining, Heymingen, Heymign",6,5,2,2,N 48° 35′ 2'',E 13° 24′ 17'',3,8,1,H. liegt an der Donau.,"<p>
	H. ist heute ein Teil von Passau, hist. geh&ouml;rte H. jedoch zum Herzogtum Bayern und nicht zum Hochstift Passau.</p>
<p>
	Alle Personen aus den AMP (1706-1740), die anhand der <a href=""https://data.matricula-online.eu/de/deutschland/passau/passau-heining/"" target=""_blank"">Matriken von H.</a> eindeutig identifiziert werden konnten, wurden H. zugerechnet. Ebenso der namentlich nicht genannte &quot;Parrer aus Heining&quot;, da er und seine Mobilien von einem Schifff&uuml;hrer aus dem benachbarten W&ouml;rth transportiert wurden. Da einige Personen jedoch nicht in den Matriken zweifelsfrei nachgewiesen werden konnten, siehe auch &quot;Heining (Laufen?)&quot;.</p>
<p>
	Ein Abgleich wurde f&uuml;r beide Orte H. au&szlig;erdem mit &quot;Haiming&quot; (siehe dort) durchgef&uuml;hrt. Keine, der unter H. genannten Familien, scheint in den Matriken von &quot;Haiming&quot; auf.</p>
<p>
	&nbsp;</p>
<p>
	<br />
	&nbsp;</p>
",1
1332,472,,Salzbach,,,,2,2,,,,,,,,,,,,,,"<p>
	Da S. nur ein Mal in den AMP (1706-1740) aufscheint, die aus S. kommende Person (&quot;Jakob Eholzer&quot;) aber h&auml;ufig aus &quot;Sandbach&quot; kommend verzeichnet wurde, d&uuml;rfte es sich bei S. um eine Verschreibung der Aschacher Mautner handeln. Ein zur Person und zum Transportgut Holz passender alternativer Ort &quot;Salzbach&quot; konnte &uuml;berdies entlang der Donau und ihrer Nebenfl&uuml;sse nicht identifiziert werden.</p>
",1
1334,474,,Gaisbach,,,,2,2,,,"Gaißbach, Gaißpach, Geisbach",,,,,,,,,,,"<p>
	Vier Personen scheinen in den AMP (1706-1740) unter G. auf. Es ist kein einheitliches Bild bez&uuml;glich der Waren oder Transporteure zu gewinnen, sodass eine Zuordnung derzeit nicht m&ouml;glich ist. Es werden einerseits Leinwand und Rupfen aus G. durch einen Schiffmeister aus Hals transportiert, andererseits aber auch Glaswaren durch einen Schiffer von der&nbsp; M&uuml;hl. Am wahrscheinlichsten d&uuml;rfte G. (sofern es sich um nur einen Ort handelt) im ostbayerisch-ober&ouml;sterreichischen Grenzraum gelegen sein. M&ouml;glich w&auml;re der <a href=""https://de.wikipedia.org/wiki/Hutthurm"" target=""_blank"">Ortsteil G. von Hutthurm</a>; wenig wahrscheinlich sind <a href=""http://Gaisbach"" target=""_blank"">G.-Orte im Innviertel</a>.</p>
",1
1336,478,,Eigenberg,,,,2,2,,,,,,,,,,,,,,"<p>
	Nur eine Nennung in den AMP (1706-1740). Ein Ort E. konnte nicht nachgewiesen werden; der Ort Aigenberg (OT von Windorf in Bayern) w&auml;re m&ouml;glich. Die Person &quot;Joseph Ortner&quot; scheint sonst auch unter &quot;Esternberg&quot; und &quot;Retzwinkl&quot; (bei Esternberg) auf. Evtl. k&ouml;nnte es sich daher auch um eine Verschreibung von &quot;Esternberg&quot; handeln.</p>
",1
1337,480,,Weißenstein,Weißenstein,,Regen,2,1,12,1,Weißenstain,6,5,2,2,N 48° 57′ 0'',E 13° 8′ 36'',3,8,26,W. liegt im Einzugsgebiet des Schwarzen Regens -> Regen -> Donau.,"<p>
	Zu W. gibt es nur zwei Nennungen in den AMP (1706-1740). Eine der beiden Personen (&quot;Andre H&auml;rtl&quot;) scheint mit gleichen G&uuml;tern auch unter &quot;Regen&quot; auf; der Familienname der zweiten Person (&quot;Johann Niedermayr&quot;) ist zahlreich in den Registern der Pfarre Regen unter W. nachweisbar. Siehe z. B. &quot;<a href=""https://data.matricula-online.eu/de/deutschland/passau/regen/024_01/?pg=64"" target=""_blank"">Register Sterbef&auml;lle</a>&quot;.</p>
",1
